FuelType,Car Brand,Car Model,Periodic Service Price GaadiMech,Express Service Price GaadiMech,Discounted Price,Comprehensive Service Price GaadiMech,Dent & Paint Price GaadiMech,Dent and Paint Full Body
CNG,Maruti,Ignis,2799,3099,2599,4099,2499,#N/A
CNG,Maruti,S-Presso,2799,3099,2599,4899,2499,#N/A
CNG,Hyundai,Accent,3199,3499,2999,4499,2499,25550
CNG,Hyundai,Accent-Viva,3199,3499,2999,4499,2499,#N/A
CNG,Hyundai,Creta,3899,4099,3599,5099,2699,28550
CNG,Hyundai,Elantra,3899,4199,3699,5299,2499,27450
CNG,Hyundai,Elite-I20,3199,3499,2999,4099,2399,#N/A
CNG,Hyundai,Eon,2499,2799,2299,3899,2299,22550
CNG,Hyundai,Getz,2899,3199,2699,4099,2499,25550
CNG,Hyundai,Getz-Prime,,,,,2499,#N/A
CNG,Hyundai,Grand-I10,2899,3199,2699,4399,2299,#N/A
CNG,Hyundai,I10,2499,2799,2299,4199,2299,25550
CNG,Hyundai,i20 Active,3199,3499,2999,4199,2399,25550
CNG,Hyundai,Santa Fe,5999,6099,5599,8899,2499,#N/A
CNG,Hyundai,Santro Xing,2699,2999,2499,4099,2199,22550
CNG,Hyundai,Sonata,3999,4199,3699,5799,2499,27450
CNG,Hyundai,Sonata Embera,3899,4199,3699,5299,2499,27450
CNG,Hyundai,Sonata Transform,3899,4199,3699,5299,2499,27450
CNG,Hyundai,Verna,3599,3899,3399,4699,2499,27550
CNG,Hyundai,Verna Fluidic,3899,4099,3599,5699,2499,27450
CNG,Hyundai,Verna Transform,3899,4099,3599,4799,2499,27550
CNG,Hyundai,Xcent,2999,3299,2799,4399,2499,25550
CNG,Hyundai,Venue,3399,3699,3199,5399,2699,28550
CNG,Hyundai,Santro,2699,2999,2499,4099,2199,22550
CNG,Hyundai,Aura,2999,3299,2799,4299,2299,25550
CNG,Honda,Accord,4199,4499,3999,6899,2599,29450
CNG,Honda,Amaze,3399,3699,3199,5499,2599,26550
CNG,Honda,Brio,2799,3099,2599,4799,2499,25550
CNG,Honda,City,3699,3899,3399,6599,2599,27550
CNG,Honda,City i-VTEC,3699,3899,3399,6599,2599,#N/A
CNG,Honda,City ZX,3699,3899,3399,5699,2499,27550
CNG,Honda,Civic,3699,3899,3399,6699,2799,29450
CNG,Honda,Crv,4699,4999,3999,6299,2799,30450
CNG,Honda,Jazz,3199,3899,3399,5699,2499,25550
CNG,Honda,Mobilio,3899,4099,3599,5499,2699,29550
CNG,Toyota,Camry,6199,6499,5999,8399,2599,28450
CNG,Toyota,Corolla,4199,4399,3899,6399,2499,27550
CNG,Toyota,Corolla-Altis,4199,4399,3899,6499,2499,#N/A
CNG,Toyota,Etios,3699,3899,3399,4499,2499,25550
CNG,Toyota,Etios Cross,3599,3799,3299,4499,2499,25550
CNG,Toyota,Etios Liva,3599,3799,3299,4499,2499,25550
CNG,Toyota,Fortuner,,,,,2899,37450
CNG,Toyota,Innova,,,,,2899,30550
CNG,Toyota,Land Cruiser,,,,,2799,42450
CNG,Toyota,Innova Crysta,,,,,2799,30450
CNG,Toyota,Yaris,3699,3899,3399,6499,2499,27450
CNG,Toyota,Glanza,3199,3399,2899,5099,2499,25550
CNG,Toyota,Qualis,,,,,2699,28550
CNG,Toyota,Urban Cruiser,3899,4099,3599,5099,2499,27550
CNG,Toyota,Sera,,,,,2499,27450
CNG,Mahindra,Bolero,,,,,2699,28550
CNG,Mahindra,Quanto,,,,,2699,28550
CNG,Mahindra,Scorpio,,,,,2899,30550
CNG,Mahindra,Scorpio Getaway,,,,,2899,30550
CNG,Mahindra,Thar,,,,,2699,28550
CNG,Mahindra,Verito,3799,3899,3399,6699,2499,25550
CNG,Mahindra,XUV500,,,,,2999,#N/A
CNG,Mahindra,Xylo,,,,,2699,28550
CNG,Mahindra,TUV300,,,,,2699,#N/A
CNG,Mahindra,KUV100,3099,3499,2999,4299,2499,#N/A
CNG,Mahindra,Nuvosport,,,,,2499,25550
CNG,Mahindra,Logan,3599,3899,3399,5699,2499,27550
CNG,Mahindra,Marazzo,,,,,2899,30550
CNG,Mahindra,XUV300,,,,,2699,#N/A
CNG,Mahindra,Bolero Camper,,,,,2699,28550
CNG,Mahindra,Bolero Pickup,,,,,2699,28550
CNG,Tata,Aria,5299,5499,4999,7299,2599,28450
CNG,Tata,Bolt,3399,3699,3199,4199,2499,25550
CNG,Tata,Indica,3399,3699,3199,4199,2199,25550
CNG,Tata,Indica eV2,3399,3699,3199,4199,2199,25550
CNG,Tata,Indica V2,3399,3699,3199,4199,2199,25550
CNG,Tata,Indica Vista,3399,3699,3199,4199,2199,25550
CNG,Tata,Indigo,3499,3799,3299,4199,2499,25550
CNG,Tata,Indigo CS,3499,3799,3299,4199,2499,25550
CNG,Tata,Indigo eCS,3499,3799,3299,4199,2499,25550
CNG,Tata,Indigo Marina,3499,3799,3299,4199,2499,25550
CNG,Tata,Indigo XL,3499,3799,3299,4199,2499,25550
CNG,Tata,Manza,3499,3799,3299,4699,2499,27550
CNG,Tata,Nano,2699,2899,2399,3499,1999,22550
CNG,Tata,Nano GenX,2699,3099,2599,3499,1999,22550
CNG,Tata,Safari,,,,,2899,30550
CNG,Tata,Safari Storme,,,,,2899,30550
CNG,Tata,Sumo Gold,,,,,2699,28550
CNG,Tata,Sumo Grande,,,,,2699,28550
CNG,Tata,Sumo Spacio,,,,,2699,28550
CNG,Tata,Sumo Victa,,,,,2699,28550
CNG,Tata,Zest,3899,4099,3599,4699,2499,25550
CNG,Tata,Tiago,3399,3699,3199,4299,2599,25550
CNG,Tata,Nexon,3999,4199,3699,5499,2499,25550
CNG,Tata,Tigor,3499,3799,3299,4299,2499,25750
CNG,Tata,Hexa,,,,,2599,28450
CNG,Tata,Venture,,,,,2699,28550
CNG,Tata,Winger,,,,,2499,29550
CNG,Tata,Harrier,,,,,2799,30450
CNG,Tata,Punch,,,,,2499,25550
CNG,Tata,Xenon,,,,,2899,30550
CNG,Tata,Altroz,3199,3499,2999,4099,2399,25550
CNG,Tata,Tiago NRG,,,,,2499,25550
CNG,Ford,EcoSport,3999,4299,3799,5499,2799,#N/A
CNG,Ford,Endeavour,,,,,2799,30450
CNG,Ford,Escort,3899,4099,3599,5599,2699,25550
CNG,Ford,Fiesta,3699,3899,3399,5799,2499,27550
CNG,Ford,Fiesta Classic,3699,3899,3399,5799,2499,27550
CNG,Ford,Figo,2999,3299,2799,5499,2199,25550
CNG,Ford,Figo Aspire,3599,3899,3399,5699,2499,25550
CNG,Chevrolet,Aveo,3799,4099,3599,5399,2499,25750
CNG,Chevrolet,Beat,2799,2999,2499,4899,2199,22550
CNG,Chevrolet,Captiva,,,,,2599,28450
CNG,Chevrolet,Cruze,4499,4499,3999,7399,2599,28450
CNG,Chevrolet,Enjoy,4099,4299,3799,5899,2499,27550
CNG,Chevrolet,Optra,4399,4499,3999,6199,2499,28750
CNG,Chevrolet,Optra Magnum,4399,4599,4099,6199,2499,28550
CNG,Chevrolet,Optra SRV,4199,4399,3899,6099,2499,28550
CNG,Chevrolet,Sail,3699,3999,3499,5399,2399,25550
CNG,Chevrolet,Sail Hatchback,3499,3799,3299,5299,2399,25550
CNG,Chevrolet,Spark,2999,3099,2599,4299,2199,22550
CNG,Chevrolet,Tavera,,,,,2699,28550
CNG,Chevrolet,Uva,3799,4099,3599,5299,2399,25550
CNG,Chevrolet,Trailblazer,,,,,2599,28450
CNG,Kia,Seltos,3899,4099,3599,5199,2699,28550
CNG,Kia,Sonet,3399,3699,3199,5499,2699,28550
CNG,Kia,Carnival,,,,,2899,37450
CNG,Kia,Carens,,,,,2599,28450
CNG,Skoda,Fabia,3999,4099,3599,7099,2499,25550
CNG,Skoda,Fabia Scout,3999,4099,3599,7099,2499,25550
CNG,Skoda,Laura,4599,4699,4199,6099,2499,27450
CNG,Skoda,Octavia,5299,5499,4999,7099,2499,27450
CNG,Skoda,Rapid,4599,4699,4199,7199,2499,27450
CNG,Skoda,Superb,6499,6499,5999,8299,2599,28450
CNG,Skoda,Yeti,,,,,2599,28450
CNG,Skoda,Slavia,,,,,2799,30450
CNG,Skoda,Kushaq,,,,,2799,30450
CNG,Skoda,Kodiaq,,,,,2899,37450
CNG,Volkswagen,CrossPolo,4199,4199,3699,5899,2499,#N/A
CNG,Volkswagen,Jetta,5299,5399,4899,7199,2499,32450
CNG,Volkswagen,Passat,5699,5699,5199,7199,2599,32450
CNG,Volkswagen,Polo,4199,4199,3699,5899,2599,25550
CNG,Volkswagen,Vento,4599,4699,4199,6499,2499,32450
CNG,Volkswagen,Ameo,4299,4499,3999,5999,2499,27550
CNG,Volkswagen,Beetle,,,,,2699,38550
CNG,Volkswagen,Tiguan,,,,,2599,28450
CNG,Volkswagen,T-Roc,,,,,2799,#N/A
CNG,Volkswagen,Taigun,,,,,2799,30450
CNG,Volkswagen,Virtus,,,,,2799,30450
CNG,MG,Hector,,,,,2799,30450
CNG,MG,Gloster,,,,,2899,40450
CNG,MG,Astor,,,,,2899,30550
CNG,MG,Hector Plus,,,,,2799,30450
CNG,Citroen,C5 Aircross,,,,,2799,30450
CNG,Citroen,C3,3999,4199,3699,5499,2699,28550
CNG,Jeep,Compass,,,,,2799,30450
CNG,Fiat,Adventure,3899,4099,3599,5299,2499,25550
CNG,Fiat,Avventura,3899,4099,3599,5299,2499,25550
CNG,Fiat,Linea,4199,4199,3699,5499,2499,27550
CNG,Fiat,Linea Classic,4099,4399,3899,5499,2499,27550
CNG,Fiat,Palio D,3699,3999,3499,5499,2499,25550
CNG,Fiat,Palio Stile,3699,3999,3499,5499,2499,25550
CNG,Fiat,Petra,3899,4099,3599,5499,2499,25550
CNG,Fiat,Punto,3099,3399,2899,5099,4299,25550
CNG,Fiat,Punto Evo,,,,,2499,25550
CNG,Fiat,Uno,3599,3899,3399,5099,2499,25550
CNG,Fiat,Abarth Punto,,,,,2499,25550
CNG,Nissan,Evalia,,,,,2499,25550
CNG,Nissan,Micra,3199,3499,2999,5199,2199,25550
CNG,Nissan,Micra Active,3199,3499,2999,5199,2199,25550
CNG,Nissan,Sunny,4399,4499,3999,5899,2499,27450
CNG,Nissan,Teana,5099,5299,4799,6899,2499,27450
CNG,Nissan,Terrano,,,,,2699,30550
CNG,Nissan,X-Trail,,,,,2899,#N/A
CNG,Nissan,Gtr,,,,,4299,61650
CNG,Nissan,Kicks,3999,4099,3599,5199,2699,28550
CNG,Nissan,Magnite,4199,4499,3999,5499,2699,28550
CNG,Renault,Duster,,,,,2899,28550
CNG,Renault,Fluence,4399,4599,4099,5899,2499,27450
CNG,Renault,Koleos,,,,,2799,30450
CNG,Renault,Lodgy,,,,,2699,28550
CNG,Renault,Pulse,3699,3899,3399,5099,2499,25550
CNG,Renault,Scala,4399,4499,3999,5899,2499,27450
CNG,Renault,Kwid,2999,3199,2699,5099,2599,25550
CNG,Renault,Triber,3999,4099,3599,5099,2499,25550
CNG,Renault,Kiger,4599,4499,3999,5499,2699,28550
CNG,Isuzu,MU-X,,,,,2799,#N/A
CNG,Volvo,Xc60,,,,,4299,61650
CNG,Volvo,Xc90,,,,,4699,69050
CNG,Volvo,S90,,,,,4299,61650
CNG,Volvo,S60,,,,,3999,57210
CNG,Volvo,S60 Cross Country,,,,,3999,57210
CNG,Volvo,S80,,,,,4299,61650
CNG,Volvo,V40,,,,,3799,54250
CNG,Volvo,V40 Cross Country,,,,,3799,54250
CNG,Volvo,S40,,,,,3999,57210
CNG,Volvo,V60,,,,,3999,57210
CNG,Volvo,V90,,,,,4699,69050
CNG,BMW,3 Series,,,,,3999,57210
CNG,BMW,5 Series,,,,,4299,61650
CNG,BMW,7 Series,,,,,4299,61650
CNG,BMW,X1,,,,,4299,61650
CNG,BMW,X3,,,,,4299,61650
CNG,BMW,X5,,,,,4699,69050
CNG,BMW,X7,,,,,4699,69050
CNG,BMW,1 Series,,,,,3999,57210
CNG,BMW,3 Series GT,,,,,3999,57210
CNG,BMW,5 Series GT,,,,,4299,61650
CNG,BMW,6 Series,,,,,4299,61650
CNG,BMW,M3,,,,,3999,57210
CNG,BMW,M5,,,,,4299,61650
CNG,BMW,X6,,,,,4699,69050
CNG,BMW,Z4,,,,,3999,57210
CNG,BMW,X4,,,,,4299,61650
CNG,BMW,6 Series GT,,,,,4299,61650
CNG,BMW,2 Series,,,,,3999,57210
CNG,Mercedes,A-Class,,,,,3799,#N/A
CNG,Mercedes,AMG GT,,,,,4299,61650
CNG,Mercedes,B-Class,,,,,3799,#N/A
CNG,Mercedes,CLA-Class,,,,,3999,#N/A
CNG,Mercedes,CLS-Class,,,,,4299,#N/A
CNG,Mercedes,E-Class,,,,,4299,#N/A
CNG,Mercedes,G63 AMG,,,,,4699,#N/A
CNG,Mercedes,GL-Class,,,,,4699,#N/A
CNG,Mercedes,GLA-Class,,,,,4299,#N/A
CNG,Mercedes,GLE-Class,,,,,4299,#N/A
CNG,Mercedes,ML-Class,,,,,4699,#N/A
CNG,Mercedes,S-Class,,,,,4299,#N/A
CNG,Mercedes,SLK-Class,,,,,3999,#N/A
CNG,Mercedes,R-Class,,,,,4299,#N/A
CNG,Mercedes,V-Class,,,,,4699,#N/A
CNG,Mercedes,Glc,,,,,4299,61650
CNG,Mercedes,Gls,,,,,4699,69050
CNG,Mercedes,GLE43 AMG,,,,,4699,69050
CNG,Audi,A3,,,,,3999,57210
CNG,Audi,A4,,,,,3999,57210
CNG,Audi,A6,,,,,4299,61650
CNG,Audi,A7,,,,,4299,61650
CNG,Audi,A8,,,,,4299,61650
CNG,Audi,A8 L,,,,,4299,61650
CNG,Audi,Q3,,,,,4299,61650
CNG,Audi,Q5,,,,,4299,61650
CNG,Audi,Q7,,,,,4699,69050
CNG,Audi,R8,,,,,4299,61650
CNG,Audi,Tt,,,,,3999,57210
CNG,Audi,Q8,,,,,4699,69050
CNG,Audi,Rs5,,,,,4299,61650
CNG,Audi,Rs3,,,,,3999,57210
CNG,Audi,Rs7,,,,,4299,61650
CNG,Audi,Q2,,,,,3799,54250
CNG,Audi,S4,,,,,3999,57210
CNG,Audi,A5,,,,,3999,57210
CNG,Jaguar,F-Type,,,,,4299,#N/A
CNG,Jaguar,Xe,,,,,3999,57210
CNG,Jaguar,Xf,,,,,4299,61650
CNG,Jaguar,Xj,,,,,4299,61650
CNG,Jaguar,F-Pace,,,,,4299,#N/A
CNG,Jaguar,Xjr,,,,,4299,61650
